date,cost_usd,api_key_id
2025-10-09,1.1526575,key_...
2025-10-10,0.0,key_...
2025-10-11,0.0,key_...
2025-10-12,0.0,key_...
2025-10-13,0.0159404,key_...
2025-10-14,1.1711092499999998,key_...
2025-10-15,6.8198406,key_...
